"year","trial_group","trial_block","trial","variety","variety_tag","identifier","replicate","sample","is_check","plot_number","partner_id","partner_location_id","date_planting","date_harvest","date_vinekill","breeder_merit_score","field_merit","field_comments","yield_total","specific_gravity","vine_maturity","tuber_flesh_color","tuber_shape","tuber_appearance","tuber_defects","tuber_flesh_oxidation","tuber_heat_sprouts","yield_no1","yield_total_cwt","yield_no1_percent","size_b","size_a","oversize","pickouts","hollow_heart","vascular_discoloration","heat_necrosis","brown_center","black_spot_bruise","black_spot_bruise_per_tuber","plant_vigor","disease_reaction","date_processed_otf","sfa_chip_color_otf","stem_end_browning_otf","date_processed_3mo","sfa_chip_color_3mo","stem_end_browning_3mo","date_processed_6mo","sfa_chip_color_6mo","stem_end_browning_6mo","process_comments","fry_color","total_glycoalkaloids","after_cooking_darkening","color_scale","color_instrument"
"2022","NCPT","ND","2022 NCPT ND","AF6684-9","","29","1","1","","13.09","","","2022-06-03","2022-09-29","2022-09-26","3","","snowdenlike, high yld","14","1.116","2","1","2","6","","","","67","150","0.45","0.5","","0.05","0","0","0.1","0","0.1","","","","","2022-11-08","4","0","","","","","","","dry rot","","","","",""
"2022","NCPT","ND","2022 NCPT ND","AF6687-3","","30","1","1","","13.10","","","2022-06-03","2022-09-29","2022-09-26","3","","big, not as uniform or high yld","10.8","1.112","1","1","3","6","","","","71","115","0.62","0.19","","0.13","0.06","0","0.1","0","0","","","","","2022-11-08","1","0","","","","","","","greasy","","","","",""
"2022","NCPT","ND","2022 NCPT ND","AFND6901-3","","31","1","1","","8.09","","","2022-06-03","2022-09-29","2022-09-26","3","","big, low set, uniform","7.8","1.109","3","1","3","6","","","","52","83","0.63","0.17","","0.2","0","0","0.2","0.2","0","","","","","2022-11-08","2","2","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","Atlantic","","32","1","1","","1.05","","","2022-06-03","2022-09-29","2022-09-26","3","","deep eyes, rough","12.8","1.113","3","1","4","5","","","","80","137","0.58","0.08","","0.3","0.04","0.03","0","0","0","","","","","2022-11-08","4","0","","","","","","","dryrot","","","","",""
"2022","NCPT","ND","2022 NCPT ND","Atlantic","","32","2","1","","5.08","","","2022-06-03","2022-09-29","2022-09-26","3","","loy yld/set, big, rough","9.8","1.111","2","1","4","4","","","","41","104","0.39","0.16","","0.34","0.11","0.1","0","0","0.1","","","","","2022-11-08","2","0","","","","","","","dryrot","","","","",""
"2022","NCPT","ND","2022 NCPT ND","Atlantic","","32","3","1","","11.10","","","2022-06-03","2022-09-29","2022-09-26","3","","lower yld","11.6","1.116","1","1","2","6","","","","65","123","0.53","0.17","","0.3","0","0.2","0","0","0","","","","","2022-11-08","3","0","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","Atlantic","","32","4","1","","21.07","","","2022-06-03","2022-09-29","2022-09-26","4","","deep eyes/ends","10.4","1.098","2","1","4","5","","","","76","111","0.68","0.22","","0.07","0.03","0.6","0","0.1","0","","","","","2022-11-08","5","5","","","","","","","hh","","","","",""
"2022","NCPT","ND","2022 NCPT ND","B3012-1","","33","1","1","","14.12","","","2022-06-03","2022-09-29","2022-09-26","3","","lower yld","11.5","1.092","1","1","3","6","","","","75","123","0.61","0.31","","0.08","0","0","0","0","0","","","","","2022-11-08","2","3","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","B3296-3","","34","1","1","","14.13","","","2022-06-03","2022-09-29","2022-09-26","4","","big, low set","10.9","1.106","7","1","4","6","","","","52","117","0.45","0.18","","0.27","0.11","0","0.1","0","0","","","","","2022-11-08","3","5","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","B3306-2","","35","1","1","","14.14","","","2022-06-03","2022-09-29","2022-09-26","4","","tiny, no yld, scab","5.9","1.107","7","2","3","3","","","","24","62","0.39","0.55","","0.05","0","0.4","0","0","0","","","","","2022-11-08","3","5","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","B3317-1","","36","1","1","","14.15","","","2022-06-03","2022-09-29","2022-09-26","3","","","9.8","1.108","7","1","3","5","","","","40","105","0.38","0.55","","0.07","0","0.1","0","0","0","","","","","2022-11-08","2","2","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","B3379-6","","37","1","1","","15.05","","","2022-06-03","2022-09-29","2022-09-26","4","","beat up, purple eyes…market?","8.4","1.105","1","3","2","5","","","","40","89","0.45","0.45","","0.1","0","0.2","0.1","0","0","","","","","2022-11-08","2","3","","","","","","","hh","","","","",""
"2022","NCPT","ND","2022 NCPT ND","B3381-4","","38","1","1","","15.06","","","2022-06-03","2022-09-29","2022-09-26","3","","tiny, low yld, scab","6.2","1.107","3","1","2","3","","","","19","66","0.29","0.71","","0","0","0.3","0.1","0","0","","","","","2022-11-08","2","0","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","BNC549-1","","39","1","1","","15.07","","","2022-06-03","2022-09-29","2022-09-26","4","","scab, tiny, low yld","7.1","1.115","1","1","3","4","","","","40","76","0.53","0.47","","0","0","0.2","0","0","0","","","","","2022-11-08","2","3","","","","","","","hh","","","","",""
"2022","NCPT","ND","2022 NCPT ND","BNC726-5","","40","1","1","","15.08","","","2022-06-03","2022-09-29","2022-09-26","3","","v small","8.1","1.096","1","1","3","5","","","","27","86","0.31","0.63","","0.04","0.03","0.2","0","0","0","","","","","2022-11-08","2","0","","","","","","","hh","","","","",""
"2022","NCPT","ND","2022 NCPT ND","BNC742-2","","41","1","1","","15.09","","","2022-06-03","2022-09-29","2022-09-26","3","","v small, rough","8.2","1.094","1","1","3","5","","","","33","88","0.37","0.54","","0.04","0.05","0","0","0","0","","","","","2022-11-08","1","0","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","COA17197-3","","42","1","1","","14.11","","","2022-06-03","2022-09-29","2022-09-26","2","","","10.5","1.094","5","1","2","6","","","","60","112","0.54","0.42","","0.03","0.02","0","0","0","0","","","","","2022-11-08","2","0","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","COTX17286-6W","","43","1","1","","9.15","","","2022-06-03","2022-09-29","2022-09-26","3","","not uniform, no yld","5.1","1.085","6","1","3","5","","","","16","54","0.29","0.71","","0","0","0.2","0","0","0","","","","","2022-11-08","2","0","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","COTX17288-1W","","44","1","1","","10.05","","","2022-06-03","2022-09-29","2022-09-26","3","","v small","6.6","1.099","7","1","3","5","","","","21","70","0.3","0.5","","0.16","0.04","0.4","0","0","0","","","","","2022-11-08","1","3","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","COTX17288-3W","","45","1","1","","10.06","","","2022-06-03","2022-09-29","2022-09-26","3","","lower yld, but nice","6.5","1.097","5","1","2","6","","","","40","70","0.57","0.26","","0.17","0","0","0","0","0","","","","","2022-11-08","3","0","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","COTX17288-4W","","46","1","1","","10.07","","","2022-06-03","2022-09-29","2022-09-26","3","","skinning","4.6","1.092","7","1","2","5","","","","22","49","0.45","0.4","","0.15","0","0.4","0","0","0","","","","","2022-11-08","2","0","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","Lamoka","","47","1","1","","1.06","","","2022-06-03","2022-09-29","2022-09-26","3","","deep eyes, ends","11.5","1.119","3","1","4","5","","","","78","123","0.64","0.12","","0.24","0","0","0.1","0","0","","","","","2022-11-08","3","0","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","Lamoka","","47","2","1","","5.09","","","2022-06-03","2022-09-29","2022-09-26","2","","deep eyes","13.1","1.106","3","1","3","6","","","","91","140","0.65","0.16","","0.19","0","0","0.2","0","0","","","","","2022-11-08","2","0","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","Lamoka","","47","3","1","","11.11","","","2022-06-03","2022-09-29","2022-09-26","3","","high yld, uniform","11.8","1.109","2","1","2","7","","","","85","126","0.68","0.19","","0.13","0","0","0","0","0","","","","","2022-11-08","3","0","","","","","","","pit scab","","","","",""
"2022","NCPT","ND","2022 NCPT ND","Lamoka","","47","4","1","","21.08","","","2022-06-03","2022-09-29","2022-09-26","2","","ob","10.3","1.101","2","1","4","6","","","","69","110","0.63","0.21","","0.15","0.02","0","0.2","0","0","","","","","2022-11-08","2","0","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MN18TX17748-2","","48","1","1","","13.14","","","2022-06-03","2022-09-29","2022-09-26","4","","v high yld, skinning, late?","13.9","1.1","7","3","3","6","","","","89","148","0.6","0.32","","0.06","0.02","0","0","0","0.5","","","","","2022-11-08","4","0","","","","","","","dk vasc","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MN18W17037-33","","49","1","1","","13.15","","","2022-06-03","2022-09-29","2022-09-26","3","","too ob-l, big, low set","10.5","1.093","7","1","4","5","","","","53","112","0.47","0.11","","0.42","0","0","0","0","0","","","","","2022-11-08","2","3","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MN18W17043-17","","50","1","1","","14.05","","","2022-06-03","2022-09-29","2022-09-26","4","","hideous, shaters, gcs, folded ends, no yld","6.7","1.102","7","1","4","5","","","","20","71","0.28","0.41","","0.05","0.26","0","0","0.4","0","","","","","2022-11-08","4","2","","","","","","","ibs","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MN18W17043-2","","51","1","1","","14.06","","","2022-06-03","2022-09-29","2022-09-26","3","","small, scab","10.9","1.12","6","1","2","5","","","","57","117","0.49","0.47","","0.04","0","0","0","0","0","","","","","2022-11-08","1.5","0","","","","","","","ibs","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MN18W17043-3","","52","1","1","","14.07","","","2022-06-03","2022-09-29","2022-09-26","4","","scab, deep ends, scurf, lower yld","8.4","1.108","3","1","3","5","","","","66","89","0.74","0.16","","0.1","0","0.5","0","0","0","","","","","2022-11-08","3","0","","","","","","","hh","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MN18W17065-4","","53","1","1","","14.08","","","2022-06-03","2022-09-29","2022-09-26","4","","lower yld, scurf","9.6","1.079","1","1","3","5","","","","60","102","0.58","0.25","","0.17","0","0.9","0","0","0","","","","","2022-11-08","1","0","","","","","","","hh","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSAA252-7","","54","1","1","","3.09","","","2022-06-03","2022-09-29","2022-09-26","3","","","11.4","1.096","7","1","2","6","","","","58","122","0.48","0.16","","0.36","0","0","0","0","0","","","","","2022-11-08","4","0","","","","","","","dryrot","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSAA252-7","","54","2","1","","17.15","","","2022-06-03","2022-09-29","2022-09-26","4","","big, low set, deep eyes/ends","11.7","1.092","7","1","2","5","","","","65","125","0.52","0.17","","0.3","0","0","0","0","0","","","","","2022-11-08","4","5","","","","","","","ibs, dry rot","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSAA254-4","","55","1","1","","3.10","","","2022-06-03","2022-09-29","2022-09-26","4","","rough","11.6","1.11","7","1","2","5","","","","78","124","0.63","0.2","","0.15","0.02","0","0","0","0","","","","","2022-11-08","4","4","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSAA254-4","","55","2","1","","18.05","","","2022-06-03","2022-09-29","2022-09-26","3","","skinned, uniform","10.9","1.104","7","1","2","6","","","","82","116","0.71","0.17","","0.12","0","0","0","0","0","","","","","2022-11-08","2","2","","","","","","","speckly","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSAA260-03","","56","1","1","","3.05","","","2022-06-03","2022-09-29","2022-09-26","2","","deep eyes/ends","8.4","1.106","7","1","2","5","","","","70","90","0.78","0.15","","0.07","0","0","0","0","0","","","","","2022-11-08","1","0","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSAA260-03","","56","2","1","","17.11","","","2022-06-03","2022-09-29","2022-09-26","3","","3 leaf clovers, deep ends","9.2","1.101","7","1","2","5","","","","67","98","0.68","0.15","","0.13","0.04","0","0","0","0","","","","","2022-11-08","2","2","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSAA324-04","","57","1","1","","3.06","","","2022-06-03","2022-09-29","2022-09-26","3","","","11.5","1.111","5","1","3","6","","","","69","123","0.56","0.09","","0.35","0","0.1","0","0","0","","","","","2022-11-08","3","5","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSAA324-04","","57","2","1","","17.12","","","2022-06-03","2022-09-29","2022-09-26","","","skinning, big, low set?","10.5","1.09","7","1","4","5","","","","81","112","0.72","0.14","","0.13","0","0.1","0","0","0.1","","","","","2022-11-08","3","0","","","","","","","dry rot","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSAA328-4","","58","1","1","","3.11","","","2022-06-03","2022-09-29","2022-09-26","4","","big, low set, rough","10.2","1.109","2","1","4","5","","","","50","109","0.46","0.08","","0.46","0","0","0","0","0","","","","","2022-11-08","3.5","0","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSAA328-4","","58","2","1","","18.06","","","2022-06-03","2022-09-29","2022-09-26","1","","high yield, uniform, big","13.1","1.097","5","1","4","6","","","","67","140","0.48","0.1","","0.39","0.03","0","0","0","0","","","","","2022-11-08","1","0","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSAFB635-15","","59","1","1","","3.07","","","2022-06-03","2022-09-29","2022-09-26","2","","high yld","16","1.115","3","1","3","8","","","","106","171","0.62","0.34","","0.03","0.02","0","0","0","0","","","","","2022-11-08","2","0","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSAFB635-15","","59","2","1","","17.13","","","2022-06-03","2022-09-29","2022-09-26","4","","high yld, uniform, small, some deep ends","13.2","1.055","3","1","2","6","","","","79","141","0.56","0.41","","0.02","0","0","0.1","0","0","","","","","2022-11-08","4","0","","","","","","","dry rot","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSBB060-1","","60","1","1","","3.12","","","2022-06-03","2022-09-29","2022-09-26","","","","","1.103","5","1","3","6","","","","","","","","","","","0","0.2","0","0","","","","","2022-11-08","3","5","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSBB060-1","","60","2","1","","18.07","","","2022-06-03","2022-09-29","2022-09-26","3","","low yld","9.4","1.111","5","1","3","6","","","","45","100","0.45","0.26","","0.29","0","0","0.1","0","0","","","","","2022-11-08","3","0","","","","","","","dry rot","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSBB121-1","","61","1","1","","3.13","","","2022-06-03","2022-09-29","2022-09-26","","","","","1.114","5","1","2","6","","","","","","","","","","","0.1","0","0","0","","","","","2022-11-08","3","2","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSBB121-1","","61","2","1","","18.08","","","2022-06-03","2022-09-29","2022-09-26","3","","small smooth Snowden, deep ends","9.3","1.108","5","1","2","6","","","","47","99","0.47","0.46","","0.07","0","0.3","0","0","0","","","","","2022-11-08","2","0","","","","","","","dry rot","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSBB230-2","","62","1","1","","3.14","","","2022-06-03","2022-09-29","2022-09-26","4","","high yld","13.3","1.097","7","1","2","6","","","","78","142","0.55","0.44","","0","0.01","0.1","0","0","0","","","","","2022-11-08","4","2","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSBB230-2","","62","2","1","","18.09","","","2022-06-03","2022-09-29","2022-09-26","4","","too small","7.4","1.103","7","1","2","5","","","","27","79","0.34","0.66","","0","0","0","0","0","0","","","","","2022-11-08","4","3","","","","","","","","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSBB626-11","","63","1","1","","3.08","","","2022-06-03","2022-09-29","2022-09-26","4","","deeper eyes, rough","9.6","1.102","5","1","3","5","","","","57","103","0.55","0.21","","0.2","0.04","0.1","0","0","0","","","","","2022-11-08","4","0","","","","","","","pit scab","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSBB626-11","","63","2","1","","17.14","","","2022-06-03","2022-09-29","2022-09-26","4","","low yld, small, rough","6.6","1.108","7","1","4","5","","","","49","70","0.7","0.22","","0.05","0.03","0","0","0","0","","","","","2022-11-08","4","0","","","","","","","dry rot","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSCC129-2","","64","1","1","","3.15","","","2022-06-03","2022-09-29","2022-09-26","4","","no yld","5.9","1.088","6","1","2","5","","","","39","63","0.62","0.23","","0.05","0.09","0","0","0","0","","","","","2022-11-08","3","2","","","","","","","greasy","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSCC129-2","","64","2","1","","18.10","","","2022-06-03","2022-09-29","2022-09-26","4","","tiny, low yld, scab","5.8","1.096","7","1","2","3","","","","27","62","0.44","0.46","","0.1","0","0","0","0","0","","","","","2022-11-08","4","3","","","","","","","pit scab","","","","",""
"2022","NCPT","ND","2022 NCPT ND","MSDD042-1","","65","1","1","","4.05","","","2022-06-03","2022-09-29","2022-09-26","2","","low set","9","1.11","2","1","3","6","","","","49","96","0.5","0.18","","0.32","0","0","0","0","0","","","","","2022-11-08","1","2","","","","","","","","","","","",""
