"year","trial_group","trial_block","trial","variety","variety_tag","identifier","replicate","sample","is_check","partner_id","partner_location_id","plot_number","block","breeder_merit_score","date_planting","seed_pieces_planted","seed_observations","date_vinekill","date_harvest","date_gathered","plant_stand","final_emergence","roguing_notes","vine_maturity","verticillium_wilt","specific_gravity","undersize_yield","small_yield","mid_yield","oversize_yield","cull_tuber_defects","calc_nfpt_total_yield","calc_nfpt_mkt_yield","calc_nfpt_mkt_undersize_yield","calc_nfpt_mkt_4oz_yield","calc_nfpt_mkt_6oz_yield","calc_nfpt_mkt_10oz_yield","calc_nfpt_mkt_cull_yield","calc_nfpt_mkt_total_yield","tuber_length","tuber_width","tuber_depth","tuber_shape","tuber_flesh_color","tuber_appearance","tuber_defects","field_observations","total_weight","growth_crack","greening","defect_green","powdery_scab","common_scab","scab","shatter_bruise","internal_brown_spot","vascular_discoloration","harvest_comments","total_glycoalkaloids","fry_color","internal_tuber_defects","external_tuber_defects","comments"
"2020","NFPT","WA","2020 NFPT WA","W13A11229-1rus","","47","2","1","","","","","","2","2020-04-06","18","","2020-09-04","2020-09-14","2020-09-15","","0.97","None","","","1.077","25.8","56.8","209.1","895.3","68.8","1255.8","1161.2","0.02","0.98","0.93","0.75","0.05","0.92","","","","","","3","","","1255.8","0","69","","","","","5","0","0.1","larger, somewhat flat, somewhat uniform shape, ok length","","","","",""
"2020","NFPT","WA","2020 NFPT WA","NDAF113476CB-3","","48","1","1","","","","","","3","2020-04-06","18","","2020-09-04","2020-09-14","2020-09-15","","0.92","None","","","1.076","46.6","45.4","159.6","129","38.9","419.5","334","0.12","0.88","0.76","0.34","0.09","0.8","","","","","","3","","","419.4","23","0","","","","","4","0","0","smaller, low yield, some rot, med russ, shape not uniform","","","","",""
"2020","NFPT","WA","2020 NFPT WA","NDAF113476CB-3","","48","2","1","","","","","","3","2020-04-06","18","","2020-09-04","2020-09-14","2020-09-15","","0.95","None","","","1.084","44.6","50.6","158.6","430.7","16.7","701.2","639.9","0.07","0.93","0.86","0.63","0.02","0.91","","","","","","3","","","701.3","0","13","","","","","4","0","0","smaller, low yield, some rot, med russ, shape not uniform","","","","",""
"2020","NFPT","WA","2020 NFPT WA","NDAF113476CB-3","","48","3","1","","","","","","3","2020-04-06","18","","2020-09-04","2020-09-14","2020-09-15","","0.89","None","","","1.081","77.7","62.7","171.5","319.5","9","640.4","553.7","0.12","0.88","0.78","0.51","0.01","0.86","","","","","","3","","","640.3","0","0","","","","","4","0","0","smaller, low yield, some rot, med russ, shape not uniform","","","","",""
"2020","NFPT","WA","2020 NFPT WA","Russet Burbank","","49","1","1","1","","","","","4","2020-04-06","18","","2020-09-04","2020-09-14","2020-09-15","","0.94","None","","","1.073","33.7","96.7","206.6","324.6","29.8","691.4","627.9","0.05","0.95","0.8","0.49","0.04","0.91","","","","","","3","","","691.5","0","30","","","","","4","0","0.08","nonuniform shape, length ok, med russet","","","","",""
"2020","NFPT","WA","2020 NFPT WA","Russet Burbank","","49","2","1","1","","","","","4","2020-04-06","18","","2020-09-04","2020-09-14","2020-09-15","","0.94","None","","","1.065","95.2","133","113.6","57.8","17.6","417.2","304.4","0.24","0.76","0.43","0.14","0.04","0.73","","","","","","3","","","417.2","0","1","","","","","4","0","0.08","nonuniform shape, length ok, med russet","","","","",""
"2020","NFPT","WA","2020 NFPT WA","Russet Burbank","","49","3","1","1","","","","","4","2020-04-06","18","","2020-09-04","2020-09-14","2020-09-15","","0.92","None","","","1.07","65.4","88.5","256.6","443.7","10.8","865","788.8","0.08","0.92","0.82","0.52","0.01","0.91","","","","","","3","","","865","0","11","","","","","4","0","0.08","nonuniform shape, length ok, med russet","","","","",""
"2020","NFPT","WA","2020 NFPT WA","Ranger Russet","","50","1","1","1","","","","","2","2020-04-06","18","","2020-09-04","2020-09-14","2020-09-15","","0.99","None","","","1.086","59.8","79.4","270.2","412.8","21.8","844","762.4","0.07","0.93","0.83","0.5","0.03","0.9","","","","","","3","","","844.1","12","8","","","","","5","0","0","long, irreg shapes, some uniform tubers, med russ, skinny, eyes bit deep+S4:T44","","","","",""
"2020","NFPT","WA","2020 NFPT WA","Ranger Russet","","50","2","1","1","","","","","2","2020-04-06","18","","2020-09-04","2020-09-14","2020-09-15","","0.98","None","","","1.081","98.9","102.5","279.9","495.3","73.7","1050.3","877.7","0.1","0.9","0.79","0.51","0.07","0.84","","","","","","3","","","1050.3","44","24","","","","","5","0","0","long, irreg shapes, some uniform tubers, med russ, skinny, eyes bit deep+S4:T44","","","","",""
"2020","NFPT","WA","2020 NFPT WA","Ranger Russet","","50","3","1","1","","","","","2","2020-04-06","18","","2020-09-04","2020-09-14","2020-09-15","","0.98","None","","","1.079","68.4","104.2","234","497.1","81.1","984.8","835.3","0.08","0.92","0.81","0.55","0.08","0.85","","","","","","3","","","984.8","25","25","","","","","5","0","0","long, irreg shapes, some uniform tubers, med russ, skinny, eyes bit deep+S4:T44","","","","",""
"2020","NFPT","WI","2020 NFPT WI","CO12152-1RU","","1","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","18","","","3","","1.08","212","66","62","0","25","365","128","0.62","0.38","0.18","0","0.07","0.35","","","","4","","4","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","CO12246-1RU","","2","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","18","","","3","","1.057","127","154","238","68","4","591","460","0.22","0.78","0.52","0.12","0.01","0.78","","","","3","","3","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","CO12378-1RU","","3","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","4","","1.079","201","92","97","21","23","434","210","0.49","0.51","0.29","0.05","0.05","0.48","","","","3","","2","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","A08292-1LB","","4","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","6","","1.077","227","164","89","5","41","526","258","0.47","0.53","0.19","0.01","0.08","0.49","","","","3","","3","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","A09022-4","","5","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","18","","","7","","1.062","123","70","61","5","15","274","136","0.47","0.53","0.25","0.02","0.05","0.5","","","","3","","3","","","","2","2","","","","1","1","","","curved","","","","",""
"2020","NFPT","WI","2020 NFPT WI","A09136-9LB","","6","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","19","","","4","","1.084","51","59","175","297","30","612","531","0.09","0.91","0.81","0.51","0.05","0.87","","","","4","","5","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","A10020-3sto","","7","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","19","","","3","","1.062","107","116","160","69","28","480","345","0.24","0.76","0.51","0.15","0.06","0.72","","","","5","","7","","","","2","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","A10635-2VR","","8","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","19","","","5","","1.073","247","207","151","10","20","635","368","0.4","0.6","0.26","0.02","0.03","0.58","","","","4","","5","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","A12076-4sto","","9","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","4","","1.081","197","168","130","51","17","563","349","0.36","0.64","0.33","0.09","0.03","0.62","","","","4","","4","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","A12304-1sto","","10","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","4","","1.071","259","168","173","52","22","674","393","0.4","0.6","0.35","0.08","0.03","0.58","","","","4","","8","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","A12304-4sto","","11","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","2","","1.066","141","131","142","54","15","483","327","0.3","0.7","0.42","0.12","0.03","0.68","","","","5","","4","","","","1","2","","","","1","1","","","small","","","","",""
"2020","NFPT","WI","2020 NFPT WI","A12305-2adg","","12","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","18","","","6","","1.072","123","123","322","237","16","821","682","0.15","0.85","0.69","0.29","0.02","0.83","","","","4","","1","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","A12308-4VR","","13","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","19","","","3","","1.064","140","151","145","25","3","464","321","0.3","0.7","0.37","0.05","0.01","0.69","","","","3","","3","","","","1","1","","","","1","1","","","small","","","","",""
"2020","NFPT","WI","2020 NFPT WI","A12327-5VR","","14","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","4","","1.065","89","141","299","237","4","770","677","0.12","0.88","0.7","0.31","0.01","0.88","","","","4","","7","","","","1","1","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","A13036-1","","15","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","3","","1.071","74","115","270","141","2","602","526","0.12","0.88","0.69","0.24","0","0.87","","","","4","","7","","","","1","1","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","A13038-3","","16","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","19","","","4","","1.067","17","34","131","306","12","500","471","0.03","0.97","0.9","0.63","0.02","0.94","","","","5","","6","","","","2","1","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AFA5661-8","","17","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","6","","1.078","28","85","241","327","19","700","653","0.04","0.96","0.83","0.48","0.03","0.93","","","","4","","7","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AF5711-2","","18","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","19","","","5","","1.069","85","87","155","81","19","427","323","0.21","0.79","0.58","0.2","0.04","0.76","","","","3","","3","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AF5735-8","","19","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","18","","","4","","1.068","55","87","167","79","26","414","333","0.14","0.86","0.63","0.2","0.06","0.8","","","","4","","9","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AF5736-16","","20","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","19","","","5","","1.079","35","83","243","161","0","522","487","0.07","0.93","0.77","0.31","0","0.93","","","","4","","5","","","","1","1","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AF5741-6","","21","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","3","","1.052","119","161","183","81","25","569","425","0.22","0.78","0.49","0.15","0.04","0.75","","","","3","","3","","","","1","2","","","","1","1","","","rot","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AF5770-7","","22","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","18","","","6","","1.069","40","73","147","372","5","637","592","0.06","0.94","0.82","0.59","0.01","0.93","","","","4","","8","","","","1","1","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AAF10596-1","","23","1","1","","","","","","3","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","3","","1.074","116","113","236","108","23","596","457","0.2","0.8","0.6","0.19","0.04","0.77","","","","5","","7","","","","1","2","","","","1","1","","","small","","","","",""
"2020","NFPT","WI","2020 NFPT WI","COAF11018-10","","24","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","14","","","3","","1.065","98","60","77","29","14","278","166","0.37","0.63","0.4","0.11","0.05","0.6","","","","4","","4","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","ND13213B-1Russ","","25","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","17","","","4","","1.067","185","147","91","5","27","455","243","0.43","0.57","0.22","0.01","0.06","0.53","","","","4","","4","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","ND1412Y-5Russ","","26","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","19","","","7","","1.07","29","73","332","286","33","753","691","0.04","0.96","0.86","0.4","0.04","0.92","","","","4","","4","","","","2","2","","","","1","1","","","round","","","","",""
"2020","NFPT","WI","2020 NFPT WI","ND14110B-1Russ","","27","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","19","","","5","","1.066","58","74","218","108","65","523","400","0.13","0.87","0.71","0.24","0.12","0.76","","","","5","","7","","","","2","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","ND14110B-3Russ","","28","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","5","","1.069","155","209","209","30","14","617","448","0.26","0.74","0.4","0.05","0.02","0.73","","","","3","","3","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AOR10093-11","","29","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","4","","1.068","78","82","141","102","33","436","325","0.19","0.81","0.6","0.25","0.08","0.75","","","","4","","4","","","","2","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AOR10129-1","","30","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","3","","1.074","126","157","203","73","32","591","433","0.23","0.77","0.49","0.13","0.05","0.73","","","","3","","3","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AOR11027-4","","31","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","19","","","4","","1.072","147","103","118","19","21","408","240","0.38","0.62","0.35","0.05","0.05","0.59","","","","4","","6","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AOR10654-11","","32","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","5","","1.08","149","173","266","133","49","770","572","0.21","0.79","0.55","0.18","0.06","0.74","","","","4","","4","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","MN13142","","33","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","19","","","4","","1.076","115","121","133","25","15","409","279","0.29","0.71","0.4","0.06","0.04","0.68","","","","4","","6","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AF5707-1","","34","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","4","","1.072","115","153","236","135","20","659","524","0.18","0.82","0.58","0.21","0.03","0.8","","","","4","","7","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AF5707-1","","34","2","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","3","","1.063","138","150","236","47","14","585","433","0.24","0.76","0.5","0.08","0.02","0.74","","","","4","","7","","","","1","2","","","","1","1","","","knobs","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AF5731-11","","35","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","16","","","4","","1.085","93","102","132","31","9","367","265","0.26","0.74","0.46","0.09","0.02","0.72","","","","4","","5","","","","1","2","","","","1","1","","","stolons","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AF5731-11","","35","2","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","18","","","4","","1.082","121","69","92","22","25","329","183","0.4","0.6","0.38","0.07","0.08","0.56","","","","4","","4","","","","2","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AF5750-16","","36","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","4","","1.069","233","172","91","5","14","515","268","0.47","0.53","0.19","0.01","0.03","0.52","","","","5","","3","","","","1","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AF5750-16","","36","2","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","19","","","4","","1.07","177","159","127","30","25","518","316","0.36","0.64","0.32","0.06","0.05","0.61","","","","4","","6","","","","2","2","","","","1","1","","","","","","","",""
"2020","NFPT","WI","2020 NFPT WI","AOR13064-2","","37","1","1","","","","","","4","2020-04-21","20","","2020-08-31","2020-09-25","2020-09-25","20","","","4","","1.072","95","124","130","33","12","394","287","0.25","0.75","0.43","0.09","0.03","0.73","","","","4","","5","","","","1","2","","","","1","1","","","","","","","",""
