marker,chrom,position,A03921.2,A06084.1TE,A06862.18VR,AF4950.2,AF4953.6,AF5091.2,AF5179.4,AO06070.1KF,AOR07781.5,AOR08032.1,AW07773.1rus,AW07781.1rus,CO07049.1RU,W10039.2rus,W10074.16rus,W10074.3rus,W10074.8rus,W10594.16rus,A07098.4,A071012.4BF,A07705.4,A07769.4,A08422.2VRsto,A09086.1LB,A09119.4LB,A10007.3,A10063.1,A10071.1,A10508.2LB,A10594.8VR,A10595.13sto,A10611.3adg,A10688.1adgsto,A10947.3CSR,A11188.1,A11194.1,A11226.1,A11234.2,A11252.10,A11326.1,A11737.1LB,A12114.7,A12115.16sto,A12314.1sto,AAF07521.1,AAF10237.4,AAF10245.1,AAF10615.1,AAF10943.4,AF5071.2,AF5406.10,AF5406.7,AF5407.13,AF5469.2,AF5492.6,AF5494.3,AF5521.1,AF5628.2,AF5644.8,AF5661.13,AF5731.11,AF5750.16,AF5750.17,AF5762.4,AF5789.1,AO02183.2,AOR06576.1,AOR08540.1,AOR10633.1,AOR12149.1,AOR13064.2,AW06108.1rus,AW07791.2rus,W13A11229.1rus,CO09036.2RU,CO09205.2RU,CO10094.5RU,CO11009.3RU,COA11013.2,COAF11149.5,COTX09052.2Ru,ND050032.4Russ,ND060735.4Russ,ND060761B.3Russ,ND070927.2Russ,ND091933ABCR.7Russ,ND09193BR.2Russ,ND092007R.2Russ,ND113100.1Russ,ND113224C.3Russ,ND12154AB.2Russ,ND12157.3Russ,ND12163AB.2Russ,ND12205B.4Russ,ND12241YB.2Russ,ND13242B.8Russ,ND13243B.14Russ,ND13243B.3Russ,ND13288.2Russ,NDAF092412.3Rus,NDAF113476CB.3,W13012.18rus,W9850.5rus,A08292.1LB,A09022.4,A09136.9LB,A10020.3sto,A10635.2VR,A12076.4sto,A12304.1sto,A12304.4sto,A12305.2adg,A12308.4VR,A12327.5VR,A13036.1,AAF10596.1,AF5711.2,AF5735.8,AF5736.16,AF5741.6,AF5770.7,AFA5661.8,AOR10093.11,AOR10129.1,AOR10654.11,AOR11027.4,CO12152.1RU,CO12246.1RU,CO12378.1RU,COAF11018.10,W9742.3rus,A13038.3,AF5707.1,ND14110B.1Russ,ND1412Y.5Russ
PotVar0100199,chr08,53540094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solcap_snp_c2_36760,chr08,53592770,1,2,1,2,1,1,2,0,2,0,3,2,2,1,1,2,2,2,1,0,0,2,1,2,1,2,1,1,1,2,2,0,2,0,1,1,1,2,2,2,2,3,1,2,2,2,2,1,0,1,2,1,2,0,2,3,1,1,1,1,2,0,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,3,3,3,0,0,2,2,1,1,1,2,1,1,4,1,3,1,1,2,3,1,1,1,0,2,0,0,1,2,1,2,2,2,0,1,1,0,3,0,2,3,2,3,3,1,3,2,2
solcap_snp_c2_36763,chr08,53594864,0,1,0,2,1,0,2,0,1,0,3,1,1,0,1,2,1,2,0,0,0,1,0,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,0,1,1,2,2,0,0,0,2,1,1,0,1,2,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,2,1,3,2,2,0,0,1,2,1,0,0,1,0,1,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,1,1,2,0,2,0,0,0,0,2,0,1,2,0,2,1,0,2,1,1
PotVar0100244,chr08,53649912,1,2,2,0,0,1,1,1,2,2,0,3,1,1,0,1,1,1,2,0,2,1,1,2,0,2,2,1,0,1,1,1,1,0,1,2,1,2,0,2,2,3,2,2,0,1,1,1,1,0,0,0,1,1,0,2,1,1,0,1,2,1,2,2,0,1,2,0,0,1,1,3,1,1,0,1,1,2,1,2,1,2,2,1,2,2,1,1,1,2,1,0,1,1,0,1,1,2,1,1,4,1,0,0,1,2,2,0,1,1,1,0,1,1,0,0,1,0,2,0,0,1,1,1,1,1,1,1,2,0,2,2,1,2,1
PotVar0100280,chr08,53650441,2,1,2,2,3,2,2,3,1,2,1,1,2,3,2,2,2,2,2,4,3,2,2,1,3,2,2,2,3,2,2,3,1,4,3,2,3,1,2,1,2,1,2,2,2,2,2,3,3,3,2,3,2,3,2,1,3,2,3,3,2,3,2,2,3,2,1,3,3,2,1,1,3,3,3,2,2,2,2,1,1,1,1,2,2,0,3,1,1,1,3,4,1,2,3,3,3,2,3,2,0,2,1,3,3,1,1,2,2,2,3,2,3,2,3,2,3,2,2,2,4,3,3,3,1,3,1,1,1,1,1,1,1,2,2
PotVar0100283,chr08,53650505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,1,1,0,0,1
PotVar0100286,chr08,53650543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PotVar0100301,chr08,53651504,1,2,2,1,0,1,2,1,3,2,2,3,2,1,1,1,1,0,2,0,1,2,1,3,1,2,2,1,1,1,2,1,2,0,1,2,1,2,2,3,2,3,2,2,1,1,1,1,1,1,1,0,1,1,2,3,1,2,1,1,2,1,2,2,0,1,3,1,0,2,1,3,1,1,0,1,1,2,1,2,3,2,2,2,2,2,1,2,2,2,1,0,2,2,0,1,1,2,1,1,4,1,1,0,1,3,2,1,1,1,1,0,1,1,0,0,1,2,2,1,0,1,1,1,1,1,2,3,2,2,2,2,3,2,1
solcap_snp_c2_36777,chr08,53651596,4,2,3,3,4,3,2,4,1,4,3,1,2,3,4,3,2,4,3,4,4,2,4,2,3,2,3,4,3,3,3,4,3,4,3,2,3,2,2,2,2,1,3,2,3,3,3,3,4,3,3,4,3,4,2,2,3,3,3,3,2,4,3,2,4,3,2,3,4,2,4,3,3,3,4,4,3,3,4,3,2,3,3,2,3,4,3,2,2,2,4,4,2,2,4,3,3,2,3,4,0,4,3,4,3,2,2,3,4,4,4,4,4,4,4,4,3,2,2,3,4,3,3,4,2,4,3,2,3,2,2,3,1,2,3
solcap_snp_c2_36779,chr08,53661323,2,2,2,2,1,1,2,0,4,3,3,4,2,1,0,2,2,2,2,0,2,2,2,3,1,2,2,2,1,2,2,1,3,0,1,2,1,3,2,3,2,3,2,2,2,2,2,1,1,1,2,1,2,1,2,3,1,2,1,1,2,1,2,2,1,2,3,1,1,2,3,3,1,1,1,2,2,2,2,3,3,3,3,2,2,4,1,3,3,3,1,0,3,2,1,1,1,2,1,2,4,2,3,1,1,3,3,1,2,2,1,2,1,2,1,2,1,2,2,2,0,1,1,1,3,1,3,3,3,3,3,3,3,2,2
solcap_snp_c2_36780,chr08,53661420,4,4,4,3,3,4,4,4,4,4,2,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
solcap_snp_c2_36781,chr08,53661456,0,2,1,1,0,1,2,0,3,0,1,3,2,1,0,1,2,0,1,0,0,2,0,2,1,2,1,1,1,1,1,0,1,0,1,1,1,2,2,2,2,3,1,2,1,1,1,1,0,1,1,0,1,0,2,3,1,1,1,1,2,0,1,2,0,2,2,1,0,2,1,1,1,1,0,0,1,1,0,1,2,1,1,2,1,0,1,2,2,2,0,0,3,2,0,1,1,2,1,0,4,0,1,0,1,2,2,1,0,0,0,0,0,0,1,0,1,2,2,1,0,1,1,0,1,0,1,3,2,2,2,1,3,2,1
solcap_snp_c2_58292,chr08,53715905,1,2,2,1,3,3,2,2,2,3,3,3,3,3,2,2,1,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2,3,3,3,2,2,3,2,3,2,2,2,2,3,2,3,3,2,2,3,3,3,2,2,3,3,2,2,3,2,3,2,2,2,3,3,3,3,2,2,3,2,2,3,3,3,3,3,3,2,3,2,3,2,3,2,2,2,3,2,3,3,2,2,2,3,2,2,3,2,2,2,1,2,3,2,2,2,2,2,2,1,2,3,2,3,3,2,2,2,2,3,2,2,3,3
solcap_snp_c2_58288,chr08,53716276,4,4,4,3,3,4,4,4,4,4,2,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3,4,2,3,4,3,3,4,4,2,4,3,3,4,4,4,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,3,4,4,4,4,2,4,3,4,4,3,3,3,4,4,3
solcap_snp_c2_48444,chr08,53738625,4,1,3,4,4,3,3,4,2,4,4,2,2,3,4,4,3,4,3,4,4,3,4,3,4,2,3,4,4,3,3,4,4,4,3,3,3,3,4,3,2,1,3,2,4,3,3,3,4,4,4,4,3,4,4,2,3,4,4,3,2,4,3,2,4,3,3,4,4,3,4,3,3,3,4,4,3,3,4,3,4,3,3,3,2,4,3,3,3,2,4,4,2,3,4,3,3,2,3,4,0,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,3,4,2,4,4,3,3,4,4,4,3,3,3,4,2,3,3,2,3
solcap_snp_c2_48441,chr08,53748807,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
solcap_snp_c2_48450,chr08,53844854,4,2,3,4,4,3,3,4,3,4,4,2,2,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3
PotVar0100350,chr08,53870252,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,3,2,2,1,2,2,3,3,2,1,1,4,3,2,0,2,2,2,1,2,1,2,2,3,1,1,2,3,2,2,2,1,1,1,2,1,1,1,2,1,2,3,2,2,1,1,1,1,1,2,2,1,0,2,0,1,2,1,0,1,1,1,0,3,4,2,2,1,3,2,1,1,1,0,2,2,3,1,2,1,3,3,2,3,2,2,1,4,0,2,2,2,2,3,2,2,3,1,2,1,3,2,3,0,1,3,0,1
PotVar0100388,chr08,53870937,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,2,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3,4,3,3,4,3,3,4,3,2,4,3,3,3,4,4,4,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,2,3,4,4,3,4,4,4,4,2,4,3,4,4,3,3,3,4,3,3
PotVar0100389,chr08,53870947,1,0,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,3,1,2,0,1,1,2,1,2,2,2,1,0,1,2,2,0,0,0,1,1,0,2,2,1,2,2,2,1,3,2,2,1,0,1,2,3,2,1,2,2,1,3,1,2,2,1,1,2,2,2,2,3,3,1,1,3,3,2,3,2,1,1,4,2,2,2,2,1,0,0,1,3,0,0,1,2,3,0,2,1,1,3,1,1,1,1,1,1,2,2,3,0,4,1,2,0,2,1,1,1,1,3,2,2,0,1,1,2,2,0,2,2
PotVar0100443,chr08,53871729,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
solcap_snp_c2_48447,chr08,53872028,4,4,4,4,2,2,4,3,4,4,4,4,3,2,3,3,4,3,4,3,4,3,3,4,3,4,4,4,3,4,4,3,4,3,4,4,2,4,4,4,4,4,4,4,3,4,4,3,3,2,4,2,3,3,3,4,3,3,1,2,3,3,3,3,2,3,3,2,4,3,4,4,2,2,3,3,4,4,3,3,3,3,4,3,4,4,2,3,3,4,4,4,4,3,2,4,4,3,2,3,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,3,4,2,4,3,3,3,3,4,3,4,4,4,4,4,3,4,4,3,3
PotVar0100457,chr08,53872028,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,4,4,3,4,4,3,4,3,4,4,2,4,4,4,4,4,4,4,3,4,4,3,3,2,4,2,3,3,3,4,3,3,1,2,3,3,3,3,2,3,3,2,4,3,4,4,2,2,3,3,4,4,3,3,3,3,4,3,4,4,2,3,3,4,4,4,4,3,2,4,4,3,2,3,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,3,4,2,4,3,3,3,3,4,3,4,4,4,4,4,3,4,4,3,3
PotVar0100471,chr08,53872641,0,0,0,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,0,1,0,1,1,0,1,0,0,0,2,0,1,1,1,1,0,1,2,1,0,0,0,0,0,0,2,2,1,1,1,2,1,3,2,1,1,0,1,1,3,2,1,1,1,1,3,1,1,2,0,1,1,0,2,2,2,2,1,0,2,2,1,2,1,1,1,2,2,2,2,2,0,0,1,0,3,0,0,1,2,2,0,1,1,1,1,0,0,1,0,0,0,1,1,2,0,3,1,2,0,2,1,1,1,0,3,0,1,0,0,1,2,1,0,2,2
PotVar0081128,chr08,54669588,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
PotVar0081131,chr08,54669655,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
PotVar0081239,chr08,54670547,0,2,2,2,0,2,2,2,3,2,4,4,2,2,1,2,2,1,3,1,2,3,1,3,2,1,2,2,2,1,3,1,3,0,1,1,0,3,2,2,1,4,4,2,2,3,3,2,1,1,2,1,2,1,2,3,1,2,1,0,2,1,2,2,1,1,3,1,0,1,2,3,1,0,2,2,2,2,2,3,3,3,3,2,3,4,1,4,2,3,1,0,3,2,2,1,1,2,1,2,4,2,3,1,2,3,1,2,0,1,1,1,1,2,0,2,2,2,2,2,0,0,1,1,3,2,3,2,2,3,1,3,3,3,2
solcap_snp_c2_56726,chr08,54701702,4,3,3,3,4,4,4,4,2,4,1,2,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
solcap_snp_c2_19144,chr08,54780806,2,2,2,2,2,1,2,1,1,1,0,0,1,1,2,2,2,3,1,2,2,0,1,1,1,2,2,2,1,2,1,2,1,3,3,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,0,1,1,2,1,1,1,1,0,1,3,1,1,1,2,1,1,1,2,2,1,0,0,0,1,2,2,0,1,0,2,0,3,4,1,1,1,3,3,1,1,1,1,2,1,2,1,1,1,1,2,2,3,2,2,2,3,0,2,0,2,1,3,2,2,3,0,1,1,1,1,1,1,1,2,0,1
solcap_snp_c2_19135,chr08,54844010,3,2,2,2,2,1,2,1,0,1,0,0,1,1,2,2,2,3,1,2,2,0,1,1,1,2,2,2,1,2,1,2,1,3,3,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,0,1,1,2,1,1,1,1,0,1,3,1,1,1,2,1,1,1,2,2,1,0,0,0,1,2,1,0,1,0,2,0,3,4,1,1,1,3,3,1,2,1,1,2,1,2,1,1,1,1,3,2,3,2,2,2,3,0,2,0,2,1,3,2,2,3,0,1,1,1,1,1,1,1,2,0,1
solcap_snp_c2_19125,chr08,54879224,4,4,4,4,2,2,4,3,4,4,4,4,3,2,3,3,4,3,4,3,4,3,3,4,3,3,4,4,4,4,4,3,4,3,4,3,2,4,4,4,3,4,4,4,3,4,4,4,3,2,4,2,3,3,3,4,3,3,1,1,3,3,3,3,2,3,3,2,4,2,4,4,2,1,3,3,4,4,3,3,3,3,4,3,4,4,2,4,3,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,3,4,3,3,4,4,4,4,3,4,4,3,4,2,4,3,3,2,3,4,3,3,4,3,4,4,2,3,4,3,3
solcap_snp_c2_19085,chr08,54954178,3,3,3,3,2,2,4,1,2,4,1,2,2,1,2,3,3,3,2,2,4,1,2,3,2,2,3,4,2,2,1,3,3,3,3,3,1,3,4,2,3,1,1,4,2,2,2,2,3,2,3,1,1,3,3,3,2,3,1,1,2,3,3,2,1,2,2,2,3,2,3,3,2,1,1,2,2,2,1,1,3,2,2,3,3,3,2,2,3,2,4,4,2,3,1,3,4,3,3,2,3,3,3,3,2,4,2,2,3,3,4,2,3,3,4,0,3,2,3,2,3,2,2,4,1,2,2,3,3,3,1,1,4,2,2
solcap_snp_c2_19080,chr08,54991250,1,2,1,1,2,3,1,3,2,0,3,2,3,3,2,1,1,1,2,2,0,3,2,1,2,2,1,0,2,2,3,1,2,1,1,2,3,1,0,3,2,3,3,2,2,3,3,2,1,2,1,3,3,2,1,2,2,1,3,3,3,1,2,3,3,2,2,2,1,2,1,1,2,3,3,2,2,2,3,3,1,3,2,1,2,3,3,3,1,4,0,0,2,2,3,1,1,3,2,2,3,1,2,1,2,2,2,2,1,1,0,2,1,1,0,4,2,2,2,2,1,2,2,0,3,2,2,2,1,1,3,3,0,4,3
solcap_snp_c2_19079,chr08,54991271,3,4,4,3,2,2,4,3,4,4,3,4,3,2,3,3,4,3,4,3,4,3,2,4,3,3,4,4,4,3,4,3,4,3,4,3,1,4,4,4,3,4,2,4,3,3,3,4,3,2,3,1,2,3,3,4,3,3,1,1,3,3,3,3,1,3,3,2,3,2,4,4,2,1,2,2,3,4,2,2,3,2,3,3,4,3,2,3,3,4,4,4,4,4,2,4,4,3,3,2,4,4,4,4,3,4,3,3,3,3,4,3,3,4,4,2,4,2,4,2,3,2,3,4,1,3,3,3,4,3,2,2,4,3,2
solcap_snp_c2_19078,chr08,54991650,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,3,4,3,3,4,3,3,4,4,3,4,3,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,2,4,3,4,4,4,3,4,4,4,3,4,4,4,4,2,4,3,4,4,3,4,4,4,4,3
solcap_snp_c2_19077,chr08,54992842,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solcap_snp_c2_19076,chr08,54993079,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1
solcap_snp_c2_19075,chr08,54993185,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,4,4,4,4,4,3,4,3,4,3,1,4,4,4,3,4,4,4,3,4,4,4,3,2,4,2,4,3,3,4,3,3,1,1,3,3,3,3,2,3,3,2,4,2,4,4,2,1,3,3,4,4,3,3,3,3,4,3,4,4,2,4,3,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,2,4,3,3,2,3,4,3,3,4,3,4,4,2,2,4,3,3
solcap_snp_c2_19064,chr08,55057002,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
solcap_snp_c1_6046,chr08,55065616,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,3,3,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,3,4,4,3,4,4,4,4,3
solcap_snp_c2_19020,chr08,55200891,2,4,2,4,3,2,4,1,3,1,2,1,2,1,2,3,3,3,1,2,2,1,2,2,2,2,1,3,2,2,1,1,3,3,3,2,1,2,4,2,3,1,2,4,2,3,3,2,2,3,4,2,3,3,3,3,3,2,1,3,2,2,2,2,3,2,1,2,3,2,2,1,2,1,2,2,3,2,2,1,1,2,2,3,3,2,2,3,3,2,3,4,3,2,2,3,4,2,3,2,3,2,4,2,1,3,2,3,2,2,3,2,2,3,4,0,3,2,3,4,3,2,2,3,3,1,2,3,2,4,1,1,4,2,3
solcap_snp_c2_19018,chr08,55202425,2,0,2,1,1,2,0,3,2,3,3,3,2,3,2,1,1,2,3,1,2,3,1,2,2,2,2,1,2,2,2,2,2,2,1,2,3,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,3,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,3,2,2,2,3,3,2,2,1,3,3,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,3,1,3,2,2,2,2,3,2,2,2,1,1,1,1,2,2,1,3,1,1,2,2,0,1,2,2,2,3,2,2,2,2,2,2,2,2,2
solcap_snp_c2_19017,chr08,55202494,1,0,0,1,1,2,0,1,0,0,1,0,0,2,1,1,0,1,0,1,0,2,2,0,1,1,0,0,0,1,1,2,0,1,0,1,3,1,0,0,1,0,1,0,1,1,1,0,1,1,1,3,2,1,1,0,0,2,3,1,1,1,1,1,2,1,2,2,1,2,0,0,2,3,2,3,1,0,2,3,3,3,1,1,0,2,2,2,1,1,0,0,0,1,2,0,0,2,1,3,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,2,0,1,0,1,1,2,1,0,3,1,1,1,0,1,2,2,0,1,2
solcap_snp_c2_19013,chr08,55220788,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,2,0,0,1,1,0,0,0,0,1,1,0,1,0,1,2,1,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,1,0,0,1,3,1,1,1,1,1,1,1,1,2,0,2,0,0,2,3,1,1,0,0,1,1,2,1,0,1,0,1,2,1,1,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,1,0,1,1,0,1,0,0,2,1,0,1,1
